dataset,x,y
7,57.337906053,84.9995188696
7,62.3362327624,83.2465678988
7,58.5059100905,81.7455863409
7,56.2479351377,83.513949493
7,55.4065208295,80.2666719669
7,53.2839688423,84.2635992213
7,44.6767615455,80.2382855483
7,30.0112642472,68.1467563743
7,29.7452539206,74.4045268347
7,37.3099483549,72.5861552003
7,61.1359469093,82.5375693646
7,61.7206191907,85.7056934492
7,63.6093798555,83.3600288362
7,70.7237162322,87.1522075165
7,75.0063926418,82.4258351563
7,75.0925497814,83.4373907092
7,70.3279291834,82.0293546968
7,70.8633308324,79.4081747457
7,75.7799048195,79.8861994199
7,78.0936590733,77.759558184
7,76.7457612243,71.9733600919
7,78.4646034437,69.7493008209
7,76.7456848486,70.0440572588
7,85.161682187,65.5124047088
7,91.8083525691,34.9655944844
7,91.8874485924,34.7692538555
7,92.2484016622,32.3771544295
7,91.782532741,34.3842946521
7,96.0805193672,28.0536005018
7,92.2478988278,28.0707514904
7,57.662276619,24.0606079328
7,59.8469248931,26.1777124879
7,64.0670962137,27.7765005568
7,60.9815013975,23.9342981582
7,59.9670579092,26.8025832185
7,62.7074541119,21.9955085787
7,69.1952352018,22.709792166
7,65.5923626471,20.6941731019
7,64.6170985343,22.4431455531
7,59.191159132,17.767901807
7,55.8396313724,21.6185696663
7,59.0007586238,21.1710074885
7,56.4593711284,25.1445642082
7,52.3581053558,19.4170541222
7,51.8116637782,17.0334945954
7,54.222845621,19.503665544
7,49.0187553996,23.4892740197
7,35.6535812004,17.5145080595
7,46.965785757,16.7892016247
7,49.5842392555,16.7579160147
7,51.8562999655,21.969084007
7,55.9528886329,16.7897576048
7,51.6637862607,19.9251251977
7,45.8596693166,17.1289036754
7,39.7403795202,18.7410514146
7,52.8112216438,17.8549881176
7,56.7891043639,17.3061155207
7,54.1145317806,17.6735343896
7,55.571119732,17.369574581
7,65.3064624975,18.1973548277
7,66.9907491546,17.2228706509
7,72.1567189391,16.8142747914
7,70.9805804021,17.15575228
7,72.2220822073,19.3692816955
7,79.7001583481,20.740218365
7,64.2491606461,14.9139624607
7,66.9432914334,20.1891325034
7,66.9416766634,18.2435093914
7,39.6482666468,22.7313663718
7,37.9497836858,26.5217492344
7,86.5043905611,34.8940252874
7,50.8154853559,78.950838805
7,51.1834666638,85.1288546497
7,40.8638552293,82.9261452983
8,52.8720214902,97.3432226575
8,59.0141444945,93.5748748733
8,56.3751090389,96.30514763
8,37.8391996844,94.359443503
8,39.8853734176,90.6346620817
8,44.0774051326,84.1258533023
8,31.4970254888,67.912562156800007
8,25.9525965456,73.0331803541
8,36.4347239148,62.2940454639
8,24.997482691,75.4415616626
8,32.2462751352,70.1105868383
8,18.1094722949,53.7081103324
8,21.7960992263,49.4995295248
8,24.150491069,47.1885335266
8,28.6031956015,44.2237227
8,20.9319996761,51.6462354868
8,35.4355325251,34.9610381566
8,44.3773828236,57.6847369215
8,46.313692406,55.6855917703
8,46.3860739231,51.0021645381
8,42.4954400876,56.9036815315
8,44.3005150328,58.1329592781
8,46.9882833458,55.4206367313
8,52.4215231623,47.867005488
8,64.090998189,68.6509850107
8,63.0168717563,68.2252589114
8,67.3025779226,64.4134627173
8,67.2259568904,62.4764105301
8,50.309988715,47.2678818553
8,45.4126389249,53.8707976895
8,54.0206071815,47.2698972057
8,49.8420222483,50.5765522936
8,50.7132995657,48.7722867825
8,55.0455549106,45.9862727459
8,37.5437012597,32.8840244657
8,39.7958978066,28.4432191156
8,28.5233910215,39.7966662481
8,31.3996460012,39.2652632229
8,39.2415652162,33.3614166846
8,27.7140565712,42.2500516253
8,32.9607035213,35.8231112903
8,35.4047362397,31.9391621952
8,51.6422264225,50.8383406788
8,34.207620843,33.5938054385
8,36.5234892198,35.6710483891
8,28.4192021281,21.3157482481
8,26.1604969417,23.0422314726
8,40.435327397,27.6400711421
8,44.544955314,27.3622426221
8,40.1237272008,30.0731619402
8,42.1848064503,28.5736747331
8,40.0026592892,27.4875100027
8,57.1252310509,42.7390191388
8,60.375744968,41.3564579961
8,55.1058961252,46.1490510561
8,61.7372710245,38.5848440052
8,55.7412443246,46.6535769763
8,58.2964084158,41.5831977346
8,57.0425482213,42.418757739
8,76.7756112073,55.2545987009
8,71.8870772602,59.2669926152
8,73.7883730663,58.6208121164
8,75.1396847343,54.2445521781
8,64.5963189058,65.952512925
8,46.9095386323,85.6022611586
8,46.9051031994,81.5656424136
8,49.8069877356,82.085025592
8,48.8632418189,83.1583574877
8,66.7481899024,84.0048341677
8,62.3597662841,90.2436599196
8,47.3748964954,83.4715555182
8,47.4464667165,82.622124014
8,53.385280634,78.8711362558
8,49.4527077733,79.9306028004
8,54.8026825363,75.3639849893
8,37.0882451339,60.857227495
8,32.3759619238,68.5108204552
8,37.4770138847,63.7886855744
8,52.4066488967,96.4254150057
8,50.2970432655,99.6441791736
8,61.5633243835,89.8641388605
8,61.0865603919,89.2243556475
8,59.2364904011,91.4811005766
8,66.1540050863,84.1119370252
8,67.2313347767,85.055640808
8,73.7099068702,78.2706108976
8,76.5804513576,72.8915336827
8,78.8765811639,71.5625276804
8,77.4490021363,72.4473094857
8,86.8537073476,65.5433240194
8,79.806531301,52.7231797883
8,76.9882734745,54.2027848022
8,79.4793575017,49.1410154455
8,82.3041595613,46.9909036215
8,90.700691247,41.4667030063
8,95.4434878077,36.1897016148
8,94.9974880471,35.0953011066
8,91.517847246,36.8902631263
8,62.2926421901,40.0295333141
8,59.2034756073,41.2706776667
8,65.2563927704,32.8541041237
8,62.4447424979,35.4149992261
8,72.4624062907,27.6242638254
8,69.9194262552,29.3110927191
8,77.7628590782,23.4913735562
8,72.7784101997,26.9005353695
8,65.198316667,33.0271717859
8,69.4598588916,30.1970315053
8,59.3150555205,12.3543136666
8,51.487713355,20.8436106875
8,57.1124475509,15.3217851726
8,50.2244178157,19.1709698793
8,50.4338611907,18.5348708515
8,56.3803054046,14.7884597101
8,54.8635045999,14.009611915
8,45.4998576493,3.98542629287
8,49.9367453057,21.5900969196
8,53.8098729164,17.7664144512
8,59.8526782804,9.03994992133
8,48.1756567942,19.5212153543
8,50.7417190667,17.8384056087
8,58.4597612975,14.1486628546
8,50.1145975193,1.74146171252
8,45.4203820755,5.37240899542
8,51.3532681954,0.30387242055
8,53.091704424,19.2900304453
8,58.9431665444,11.6128777918
8,59.3109904219,10.5721363739
8,68.2221986595,1.13388036584
8,62.5117719862,7.49123248279
8,69.3800563617,1.48813233299
8,82.8002478704,18.5293762368
8,85.1603321777,15.0183695439
8,67.095847697,0.601490941965
8,62.307750573,5.74997471945
8,59.9704150458,7.9133104735
8,39.9116351739,32.1440226145
8,39.5965009783,32.1361317349
8,95.5934163965,33.2341293953
8,52.772288113,99.6134716833
8,53.1786144535,98.6038611855
8,37.6270534612,93.060672952
9,47.6952008891,95.2411869282
9,44.6099759113,93.075835032
9,43.8563814822,94.0858717713
9,41.5789293984,90.3035665387
9,49.1774185559,96.6105324538
9,42.6522509813,90.5606397307
9,30.1233318217,81.1442953304
9,31.915519986,79.7904134869
9,27.8877193574,75.4455759934
9,27.5482344526,75.1647590544
9,20.2097781637,67.5166420988
9,24.4434528292,54.4736551228
9,24.6308301331,53.3957388998
9,21.0379688969,49.829299645
9,27.106242932,54.7195531488
9,28.0896176553,60.512212549
9,31.1357349152,61.4319127116
9,37.700837521,68.4184052804
9,43.3926884016,43.5975940692
9,51.2623974761,49.6665051258
9,43.2867129203,43.0568603208
9,55.9059162338,54.2526725342
9,50.198958949,52.2250295948
9,55.761587372,54.0305172396
9,58.3231396505,60.0310591646
9,70.171457528,70.2822212385
9,60.600276471,59.7533088802
9,63.7602750188,61.1856411696
9,54.3894952619,53.811901225
9,55.2412969947,52.5935746267
9,49.0701267502,48.8969446811
9,46.0181190216,46.2577233718
9,44.7595874356,41.9746066134
9,51.6006241332,50.0324668853
9,36.4658820182,35.5241876075
9,33.394798732700004,35.0168013145
9,37.5800715749,38.8315722007
9,36.619722059,36.8114141094
9,36.1634664356,33.819314199
9,33.1677570349,31.2477411672
9,42.6449829318,40.1543216386
9,47.2250252695,44.5756466185
9,48.3923630032,50.3315285645
9,27.2451932001,29.8195074488
9,30.4043143388,29.0795399241
9,30.0807992865,27.5880255173
9,33.9806339675,35.0330581489
9,34.2506117649,34.4415865654
9,51.1411835714,20.6183237784
9,49.899592066,19.5640835356
9,55.5898773424,26.2992451143
9,55.4820563581,22.8274662445
9,63.5729393821,32.9386176053
9,59.0250770848,28.3220858801
9,62.4237785929,33.4865952868
9,47.849907703,48.556624645
9,52.2685616825,52.8052401961
9,68.8510215758,39.573434273
9,65.6763960251,35.1093154301
9,77.7468851148,47.3718241139
9,80.352934115,47.8002988852
9,60.3375864858,63.0349593272
9,61.6587233282,64.1000234779
9,71.5450389858,72.657716331
9,49.0409566406,77.3625832678
9,51.8868880222,80.1136076892
9,57.968981435,85.3560457326
9,54.855664646,83.7833976656
9,54.1331954613,83.7939960824
9,51.3088252568,80.1363911553
9,61.1203943844,88.7040529069
9,55.5638650304,85.810375144099993
9,55.044123361,83.5414106324
9,50.4441853247,78.1958883115
9,43.8277089981,71.0470522123
9,37.7914323802,66.8546410275
9,29.292783111,59.79199693
9,32.1920969515,60.2006509147
9,51.4339355233,99.2568672885
9,67.4641398118,95.999963905
9,65.1507052757,92.502633736799993
9,65.5834276962,93.5170609365
9,69.2889731377,99.5795911254
9,81.2694405511,80.635944933
9,78.5757448361,76.8157030942
9,74.1867734997,74.3442041467
9,72.622209414,74.5269656511
9,75.1415195918,73.8196684648
9,75.168667839,73.9004448762
9,85.3242028911,55.3885788252
9,84.090507598,56.301968006
9,86.2562238205,55.8309303793
9,92.5487933153,42.9019079116
9,90.3426345089,37.7803861004
9,85.8191629042,37.5713861819
9,90.4418181137,40.1331134204
9,92.0175590822,39.9179311324
9,95.2605278366,46.008830272
9,41.2902998033,42.3115524113
9,66.4313243161,36.5361097353
9,63.9863468858,32.7134316129
9,61.2696820905,29.3857240482
9,60.7493891909,28.0517363383
9,64.6552305634,16.6122765086
9,68.6382807138,18.5080128963
9,65.7766651568,16.7876560655
9,71.1341263421,19.3859575313
9,63.7231835039,14.5214211957
9,73.0014940701,24.0738125371
9,72.436657497,20.5783451136
9,68.4127671225,19.9131265443
9,52.8583150204,20.2350610035
9,53.5299526734,24.2419155845
9,50.7597410528,18.0893946004
9,42.53480844,10.1698684594
9,41.5303978512,13.3962907452
9,46.7145179915,15.6132744651
9,48.4506176492,16.2122782224
9,59.6326101247,7.05803719901
9,61.6185682473,13.4108227184
9,48.8339891275,17.7259558674
9,45.3426531889,13.9088123935
9,42.4150122932,11.6937810961
9,58.9347650647,9.36920121911
9,60.6836260407,10.6326415569
9,54.8117983683,6.56964870325
9,61.5868424253,11.0275858356
9,59.7160077628,11.5190968617
9,58.4163840114,5.64577748328
9,59.243809528,10.5401420943
9,56.5943646385,8.91734404523
9,68.4925132247,17.9873634289
9,65.0059431717,15.9126686464
9,63.9210367078,15.6209610332
9,53.5129705438,5.87510952836
9,57.8328062743,9.22238462333
9,31.0329174395,28.9281418896
9,31.3332440932,32.5385694785
9,86.4015498466,38.7469331743
9,47.4421116354,98.1843018589
9,46.2647413368,94.1161921613
9,40.1638157437,87.4486723469
10,58.2136082599,91.881891513
10,58.1960536923,92.2149886482
10,58.7182307185,90.310532087
10,57.27837287,89.9076067166
10,58.082020494,92.0081450101
10,57.4894477748,88.0852855629
10,28.088741319,63.5107944263
10,28.0854682136,63.5901969481
10,28.087273053,63.1232828116
10,27.5780252176,62.8210386566
10,27.7799191139,63.518147517
10,28.5889998149,63.0240805653
10,28.7391414969,62.7208638859
10,27.0246032407,62.9018588649
10,28.8013366963,63.389040388
10,27.186463838,63.5587296478
10,29.2851466002,63.3836058254
10,39.4029453026,51.1508571967
10,28.8113284396,61.3578540576
10,34.3039579069,56.5421259093
10,29.6027609801,60.157346722
10,49.1161568603,63.6600006211
10,39.6175458263,62.9251879574
10,43.23308466,63.1652187223
10,64.8927879422,65.8141767574
10,62.4901493154,74.5842896072
10,68.9880844294,63.232147305
10,62.1056186306,75.9908707599
10,32.4618467439,62.8819029189
10,41.3272006535,49.0702512739
10,44.0071499323,46.4496737846
10,44.0740606888,34.5532038906
10,44.0013152386,33.9042073544
10,45.0063004454,38.2990195507
10,44.4438406096,36.0190833012
10,42.1787133986,26.492119482
10,44.0445656189,35.6622382764
10,41.6404540171,27.0930954213
10,41.9383300069,24.9915229793
10,44.0539275103,33.5563924949
10,39.2067193308,51.5337156971
10,28.7044492315,61.7775254006
10,31.7086628996,58.837754374
10,42.8117114739,30.0204484197
10,43.300614891,31.5264261979
10,40.3986329069,16.3470083822
10,40.4356915763,20.2326706762
10,40.9365466658,16.9130048364
10,39.6615736653,15.609355577
10,40.899259175,20.7985289466
10,41.9686168283,26.4970725985
10,40.3834058238,21.3912255247
10,56.5381264538,32.4442454697
10,52.9706912828,29.0401966941
10,54.6209525885,30.3445244537
10,65.0990443941,27.2415575588
10,63.0559909076,29.7090956748
10,70.9601362323,41.2595012867
10,69.8958192404,43.4537592655
10,70.5958928563,41.9647438672
10,69.6470214273,44.044445022
10,77.392982494,63.3714590552
10,64.4007871926,67.4487184472
10,63.8689598271,70.2137388333
10,56.5944213157,86.9270062202
10,56.5313372853,87.4998110713
10,59.6521583697,87.8094615921
10,56.6365087005,85.637495556
10,58.6722880025,90.077160307
10,58.2216127264,90.4110187715
10,57.9146644768,89.9538027677
10,55.3155090581,80.2518606944
10,54.5757285877,77.5362884724
10,54.4130936504,78.2290865878
10,55.0745059041,79.8175464166
10,29.4329605156,60.8017765444
10,29.4226860665,63.0684648229
10,29.0056141576,63.3907513334
10,58.4618385916,90.2653263904
10,57.997804739,92.1599086113
10,57.5494740761,90.7489065581
10,59.5299284566,88.3272741451
10,58.2493910631,92.1296814778
10,58.0245140126,91.6944211685
10,58.3821244904,90.5534760692
10,62.5667590405,77.7439347591
10,72.1758243064,63.1289294176
10,79.4727615693,63.4086861199
10,80.3577008812,63.2954375404
10,78.7572361375,53.3326200111
10,82.5402395934,56.5410522935
10,86.4358971909,59.7927618087
10,79.4886844186,53.6516742641
10,81.5304203188,56.0253645659
10,79.1867885665,53.2347918468
10,77.8990579454,51.8224583343
10,75.1307142075,23.3724419733
10,76.0580137544,16.383749688200002
10,57.6146743876,33.8224476502
10,56.1713975295,32.1179887719
10,66.2878905956,26.1171097453
10,67.8817196169,24.2360184109
10,64.0280813016,27.6726855125
10,77.4966517463,14.9485235577
10,77.6346517616,14.461853927
10,77.8637264289,14.6106776491
10,77.3381581659,15.890054658
10,76.1804165329,15.9125737458
10,77.2526510945,15.1515170246
10,77.4133752817,15.2219279762
10,76.7318493982,16.2168461441
10,49.471105411800004,25.0630193062
10,42.4765399431,18.3384735636
10,43.5951158622,19.9942009773
10,50.3399696652,26.4713966117
10,40.7489802561,16.1821416622
10,38.3865255803,14.5802151464
10,38.4040152085,14.4519484496
10,38.7642788913,14.3655904744
10,41.4701423265,17.2780334445
10,47.1554048146,22.3779325323
10,39.5825667453,17.6484528361
10,41.7402438167,17.8293243101
10,39.3118718889,15.6407169743
10,41.6798476925,17.7459190133
10,39.0874644519,15.1223039378
10,41.4815028637,18.0474374446
10,77.6060865492,15.1628725383
10,75.9826615205,16.3069223786
10,76.9457572424,15.858478334
10,77.5437200743,15.253949149
10,77.5847398447,15.8300393854
10,76.8223042562,15.5951653195
10,77.3485716647,15.7745292395
10,77.5731526867,14.7806458332
10,77.9726106776,14.9556987461
10,41.5289197586,24.9164251896
10,43.7225508034,19.0773278036
10,79.3260781751,52.9003912897
10,56.6639740815,87.9401250067
10,57.8217892319,90.6931665489
10,58.2431718991,92.1043278652
11,50.4815081703,93.2227013657
11,50.2824056687,97.6099835723
11,50.1867033389,99.6946801425
11,50.3269108629,90.0220534916
11,50.4562073315,89.9874101286
11,30.4648469308,82.0892320845
11,30.5015964737,82.3071263462
11,30.489569227,77.7298801366
11,30.45024833,79.8348944011
11,30.5183947985,68.2525829388
11,30.5116612138,66.0937181831
11,30.4980777147,62.3849850338
11,30.6202277519,60.8600821544
11,30.4921854231,55.8789168923
11,30.474634333,52.3221596388
11,30.500998079,48.0696996767
11,30.4944213623,45.7734755346
11,30.4995445502,49.3820997506
11,50.144392979,47.0142836417
11,49.9128985877,55.5878389121
11,50.3374274859,57.9553142818
11,50.4189791992,60.5249117346
11,50.2052589714,57.9242171676
11,50.4353151633,56.4393224734
11,69.5057889042,59.2849248279
11,69.5340709833,64.8929773346
11,69.5101069302,61.3296244282
11,69.5263228876,56.9952791254
11,49.9472399619,48.2295767261
11,50.0631041291,58.085037556
11,50.489902373,39.2054119682
11,49.6888638379,42.018514414
11,50.3334811097,43.588671479
11,50.4467514196,57.2305889423
11,50.4209091963,43.3479568967
11,50.3740520508,32.9182406167
11,30.4768299051,39.4246055913
11,30.5034743497,38.3485561381
11,30.5048349283,28.7714879939
11,30.4622184647,32.7504720275
11,30.491302622,43.5613740753
11,30.449653838,44.9951230008
11,30.4859942157,47.3479464653
11,30.5020767935,36.4412129198
11,30.4780588886,28.020580489
11,30.5011608787,38.3141385582
11,30.5047730174,26.4166256707
11,30.509115326,22.8255471196
11,50.1156321728,16.6940065479
11,50.4483013392,21.6402564599
11,50.17317743,29.177864393
11,49.9227419194,38.4404729124
11,50.3112993746,26.8604882737
11,50.3994096114,38.9638389234
11,50.3373626448,40.913386144
11,50.2023180965,47.2129480045
11,50.2749326091,49.6234993439
11,69.4943803061,52.6124107059
11,69.5193397556,47.384533707
11,69.5291826079,57.8412666804
11,69.495755496,58.785073162
11,69.199057706,60.4189573202
11,69.5510914402,58.4010982686
11,69.5066843151,68.0844667893
11,50.4441175504,75.0132995059
11,50.4672293846,90.281464505
11,50.210881979,80.9417717084
11,50.205406955,90.6405359009
11,50.4382906648,92.3547602661
11,50.3735188462,82.2192057218
11,50.253683689,81.7438287242
11,50.2504708592,71.9513852104
11,50.0870583609,73.9518736268
11,50.2310718829,80.6473870602
11,50.2077411201,73.1145035177
11,30.4995061735,53.6125276703
11,30.5203612407,65.1004090686
11,30.4549558873,63.5017787814
11,50.4164772292,97.2696919618
11,69.5250693831,93.5980502089
11,69.5202566002,97.1938760167
11,69.4989700668,92.1204899292
11,69.5286156637,91.6220882409
11,69.4997669273,84.47968329
11,69.5038013697,81.8154056166
11,69.4875893963,81.8359875567
11,69.5191157281,71.1159672213
11,69.5043762947,70.4934438205
11,69.5125730109,61.497563947
11,89.4942005622,62.2343269676
11,89.5001240511,53.2163306165
11,89.490246254,48.890796551
11,89.49778562,46.6299066746
11,89.5048511306,48.4234081578
11,89.5010526463,43.3473436951
11,89.4888412549,40.6250912209
11,89.5016235276,45.8151791904
11,89.497529662,33.901372671
11,50.4390920216,37.670771798
11,50.179850128,36.8075593352
11,69.5050706711,33.7401525035
11,69.5798670452,21.9352367455
11,69.5064719492,22.7286628748
11,69.4994788728,16.3374699821
11,69.500264751,27.1360239942
11,69.5041565157,23.6689181006
11,69.5322795847,21.8509008151
11,69.5001114942,11.7916260054
11,69.5048154243,15.6143582625
11,69.5034745234,17.1690897689
11,50.3774019862,16.5060150613
11,50.3394254813,18.7234506861
11,50.0936501016,11.6077134241
11,49.9341271714,22.2561397401
11,50.2888186122,13.436410466
11,50.2879944267,12.8722822086
11,50.2347207,20.4044729196
11,50.2797016367,15.608737571
11,50.2530067222,11.3020842468
11,50.4741411162,12.4619966676
11,50.1084399725,18.2590443442
11,49.919058249,3.7168538855
11,50.0836645085,10.2358819024
11,50.3522608355,12.4686005273
11,50.4975722411,7.40962523419
11,50.0163058346,16.2536847911
11,50.4682212165,13.3567024555
11,69.5506789842,9.03298756904
11,69.5186727475,15.1804864298
11,69.5034574098,16.8783132661
11,69.4994868291,10.2078266798
11,69.5275296829,9.99229666551
11,69.5190952617,11.4226857018
11,69.5618994268,15.9998037858
11,69.5010445197,5.95583353945
11,69.524635976,2.73476016988
11,30.4995937106,26.0855615691
11,30.487391709,19.7794703733
11,89.5001804719,31.9789174357
11,50.4102716314,98.6283694405
11,50.3259243927,94.9946308528
11,50.1040315041,95.0885380179
12,65.8155400946,95.5883740582
12,65.6722651618,91.9334018119
12,39.002716451,92.26183816
12,37.7953028026,93.5324553607
12,35.5139005857,89.5991901138
12,39.2194529062,83.5434818364
12,31.5882013862,77.0280524208
12,32.6577782482,80.1138612983
12,31.6415992679,77.6108331874
12,30.9871426099,63.9440280336
12,27.4396322054,65.7444629564
12,30.5783699449,65.5219454667
12,28.809401637,59.6210044666
12,27.9395185786,50.9850621313
12,33.8499497887,46.2844744465
12,32.628463049,54.0637204929
12,32.4386500903,49.9030194916
12,35.8382920833,53.3514883396
12,37.1420429198,49.7419879519
12,34.6445467746,54.4441077764
12,35.675404696,49.6256433471
12,64.99458547,49.4621728312
12,66.1291498342,61.6437178853
12,65.790651882,55.9453737171
12,67.5017806138,60.8502274659
12,67.6295142176,61.4291060701
12,63.9100640599,62.9723349305
12,66.5493579687,67.7255886599
12,64.0515417112,48.8200939835
12,68.1932895833,46.5435408096
12,65.2783891952,44.8203529292
12,34.9976613883,28.6329939351
12,33.9237661692,53.5586885227
12,66.0044543688,52.6846691452
12,37.0232562464,32.1184816794
12,34.6982700852,36.4753541349
12,34.8634441715,30.9392745218
12,31.0900650789,32.3837547196
12,34.9213061465,35.4184380529
12,30.343361183,32.5245631742
12,35.4833288685,44.4916349303
12,33.2349104271,38.502483721
12,35.4399436182,47.7975176939
12,33.8735095227,37.056028453
12,28.5641377966,34.6263997171
12,31.3195486706,31.6639905316
12,30.796174379,23.5190343602
12,34.2333554347,22.4959116015
12,36.6307877065,31.4768312621
12,34.5486191018,26.1110878654
12,37.5196356,29.2676058936
12,62.4256973267,34.0442062707
12,64.320383794,31.7856294846
12,65.4455325117,43.2734991936
12,64.3256315887,41.6159763773
12,65.264338195,35.7175447772
12,66.388704175,38.8447443366
12,68.1914228192,45.1694864796
12,68.5406624515,48.4385263389
12,67.6614312657,51.0685845873
12,68.6755160534,50.465234811
12,69.0817099788,55.4740530987
12,69.048716493,66.3660457477
12,67.3082233775,71.5902965807
12,38.714899408,76.3969778172
12,35.5480948795,89.3049758407
12,36.7106729424,86.0749670003
12,64.9126624396,87.6457960566
12,66.0641357377,89.2086685815
12,64.9359294757,87.0721381174
12,67.0265507063,76.2225153324
12,65.3140322257,77.9387440331
12,64.2952177764,84.1258572133
12,38.7980121423,74.6106304299
12,34.6757573144,79.6375987743
12,30.7192619427,58.812060082
12,34.1051509268,64.1291972267
12,33.4233718511,67.0957433613
12,66.3138096741,98.9310270371
12,65.3096314498,98.1651568396
12,65.7140760682,99.2837639519
12,67.5934531877,90.9519098246
12,66.3880173202,89.2812304744
12,67.8061881135,91.6881773501
12,70.9626103129,86.5181213517
12,71.9936371714,78.8209480695
12,72.4798343312,80.8006830564
12,74.0784292286,72.9515308522
12,72.0362880189,69.7160484161
12,72.9981862717,59.6656447092
12,74.8121312339,57.5898837631
12,73.0273050243,46.2741878725
12,77.067111934,51.4869181896
12,75.0171368727,46.6224426489
12,76.6653077326,38.440250966
12,77.9158742329,45.9268433826
12,73.7420460836,39.1209853231
12,75.3298157891,32.8303519164
12,63.4104355141,38.377735614
12,68.856486669,43.084147214
12,66.3377850519,33.3065100022
12,64.2037185014,26.6441143003
12,64.4986348346,22.863501327
12,68.8909906096,27.2962056672
12,72.371523338,21.9616397473
12,69.7654249704,19.999850454
12,68.6213124429,18.9156764428
12,64.2977371716,20.4287496884
12,66.6992650902,18.5910853404
12,67.5445276811,16.4479381344
12,63.9469519836,18.6928454476
12,64.3881920705,15.7728122808
12,65.570045691,23.7657582226
12,38.4028368753,19.0468586722
12,37.8323600164,14.4694894463
12,36.9041611715,13.5838157511
12,36.286143052,17.1057707266
12,62.7866325947,13.9189931024
12,66.8176792234,11.4124971575
12,66.755021412,18.0853051378
12,65.4155283864,10.4635122068
12,36.9463314417,13.5143774996
12,37.8254347391,9.60103429534
12,36.722837943,9.33330210686
12,67.0733217806,6.04921458162
12,64.601818107,12.0019169643
12,65.4372821806,15.5453860785
12,67.0040223792,15.3458266393
12,66.7241920702,5.24980548075
12,68.3076187632,13.2809165227
12,68.7680482759,13.5214565521
12,74.1672717461,5.34988087254
12,64.9003579699,16.2452583689
12,68.7634335463,8.70057294385
12,66.8169139163,12.2732943361
12,67.3093466467,0.217006270014
12,34.7318293093,19.6017950724
12,33.6744421497,26.09049021
12,75.6272550236,37.128751949
12,40.6101254225,89.1362398699
12,39.1143664549,96.4817513202
12,34.5838289299,89.5889019877
13,38.3377571839,92.472719051
13,35.7518707905,94.1167680276
13,32.7672179591,88.5182945794
13,33.7296067755,88.622265789
13,37.238249327,83.7249284144
13,36.0271982243,82.0407806505
13,39.2392807768,79.2637238398
13,39.7845249391,82.2605658962
13,35.1660293896,84.1564919839
13,40.622115916,78.5421042089
13,39.181907086,79.8190371976
13,42.4308889944,75.1336346406
13,43.0812558617,75.3467016413
13,44.360719434400004,70.4742070546
13,44.3247788435,71.0459044019
13,47.552160202,66.4604037217
13,48.6649246215,64.9610049438
13,46.280631958,68.0284231525
13,50.5632444849,62.6238279659
13,52.6309642318,59.9639357915
13,54.6362064446,57.4938424367
13,51.346027139,61.6005530364
13,57.134855354,53.8779658045
13,54.1712415737,58.0598078952
13,50.9423823071,62.0973939351
13,66.512924456,59.0712818478
13,64.3979095023,56.1748754008
13,68.686593294,62.2373439902
13,65.0277937057,57.0962573525
13,53.3045031712,40.883844549
13,52.9451780881,40.3846256942
13,45.225738199,30.5552259226
13,50.8433046202,37.7446280981
13,49.6592939398,36.273442735
13,47.1427889348,32.0250641734
13,41.2700565259,21.7218171465
13,47.1301271555,31.3099029222
13,40.9159715783,23.5415923929
13,38.6601639737,21.6895496369
13,42.6125508262,24.195053774
13,41.2090395008,24.1287091891
13,50.6492211499,37.4837907435
13,52.1319019406,39.3646020815
13,39.7972712705,16.083549649
13,43.5498814807,24.3072109395
13,36.7146633371,17.3818098572
13,37.2246101278,17.9800644828
13,40.5124478537,22.9622145725
13,40.2220627884,20.6146217044
13,44.1249612057,23.3662452858
13,42.3462616039,24.5583269437
13,44.1890843708,28.772625473
13,45.8142453101,31.056979672
13,46.6431192691,31.4072190618
13,52.1898883047,39.3677964938
13,51.1003173587,38.095699984
13,65.4008341477,42.6140320392
13,64.8520398267,43.1337348404
13,63.4038060118,44.847493688
13,65.3715488709,42.6959713164
13,61.9080397046,53.1903520694
13,71.8266529973,65.6862303604
13,72.6546231621,66.8782776113
13,76.8885781632,72.1654720777
13,43.7446196844,71.2679610751
13,39.0542484428,83.1190207043
13,39.9316746322,79.9391880033
13,39.762826107,76.4059674459
13,41.323383287,80.2118685969
13,41.7873232275,83.9880779935
13,39.7556490651,79.6570966361
13,40.7498793985,77.204657286
13,43.8568984983,77.6098436482
13,42.3678224956,73.6382718294
13,39.4629598364,78.459973898
13,44.5173339492,70.3693498252
13,41.6360929963,76.2492229205
13,45.4229321817,69.0955016709
13,42.0028562742,97.8376147235
13,76.1056290282,95.3049805754
13,79.2025626772,92.4072156264
13,84.8482440854,95.4248045304
13,81.5644753207,83.7929072262
13,85.4461864009,83.0782938448
13,80.3124913784,76.5162389518
13,80.7662322969,79.8960656796
13,82.6701124763,81.711479845
13,77.1636254828,73.5237189623
13,74.0707000309,68.4795642895
13,74.1142308687,71.9263635185
13,68.942075458,62.635150577
13,73.2420023309,67.3532711288
13,71.8670131631,34.3291575887
13,71.5691888532,34.699218607
13,71.4829096934,34.6805169926
13,78.1285220512,23.139231835
13,78.789825254,25.5971933466
13,77.7815467962,23.4472144745
13,48.5306293681,34.1524500077
13,65.5307814724,42.2810847015
13,70.1180341426,36.4481847905
13,70.4722626065,36.0880530553
13,76.7911300701,28.0720081685
